model,dataset,seed,n_train,n_test,n_features,fit_time_sec,predict_time_sec,total_time_sec,tuning_time_sec,total_wall_time_sec,throughput_rows_per_sec,ms_per_test_row,peak_memory_mb,memory_delta_mb,gpu_memory_mb,error,roc_auc,avg_precision,f1_macro,brier_score,log_loss_val,sensitivity,specificity,ppv,ece_10,ece_15,max_calibration_error,pr_auc,optimal_threshold,optimal_tpr,optimal_fpr,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,balanced_accuracy,matthews_corrcoef,demographic_parity,tpr_overall,fpr_overall,f1_weighted,accuracy
SAP-RPT-1,kc1,0,1687,422,21,3.814846822999925,1.4558278249999148,5.27067464799984,0.0,5.27067464799984,289.86944229490547,3.449828969194112,2234.76171875,87.35546875,394.05419921875,,0.8374703727644904,0.5469598262999738,0.6166040100250627,0.0985059440135955,0.3259025812149048,0.2,0.9831932773109244,0.6842105263157895,0.0375198268230068,0.0446344456895832,0.2947393655776977,0.5436745111409385,0.1904761904761904,0.7692307692307693,0.1904761904761904,0.8709677419354839,0.6842105263157895,0.9831932773109244,0.2,0.9236842105263158,0.3095238095238095,0.5915966386554622,0.3189120983166902,0.0450236966824644,0.2,0.0168067226890756,0.8290860444951241,0.8625592417061612
SAP-RPT-1,kc1,1,1687,422,21,3.751348126000039,1.470375618999924,5.221723744999963,0.0,5.221723744999963,287.0014942168463,3.484302414691763,2245.12109375,10.1328125,394.05419921875,,0.8374703727644904,0.5469598262999738,0.6166040100250627,0.0985059440135955,0.3259025812149048,0.2,0.9831932773109244,0.6842105263157895,0.0375198268230068,0.0446344456895832,0.2947393655776977,0.5436745111409385,0.1904761904761904,0.7692307692307693,0.1904761904761904,0.8709677419354839,0.6842105263157895,0.9831932773109244,0.2,0.9236842105263158,0.3095238095238095,0.5915966386554622,0.3189120983166902,0.0450236966824644,0.2,0.0168067226890756,0.8290860444951241,0.8625592417061612
SAP-RPT-1,kc1,2,1687,422,21,3.719187791999957,1.4838885130000108,5.203076304999968,0.0,5.203076304999968,284.3879415593326,3.5163234905213527,2247.375,76.375,394.05419921875,,0.8374703727644904,0.5469598262999738,0.6166040100250627,0.0985059440135955,0.3259025812149048,0.2,0.9831932773109244,0.6842105263157895,0.0375198268230068,0.0446344456895832,0.2947393655776977,0.5436745111409385,0.1904761904761904,0.7692307692307693,0.1904761904761904,0.8709677419354839,0.6842105263157895,0.9831932773109244,0.2,0.9236842105263158,0.3095238095238095,0.5915966386554622,0.3189120983166902,0.0450236966824644,0.2,0.0168067226890756,0.8290860444951241,0.8625592417061612
SAP-RPT-1,kc1,3,1687,422,21,3.7475291690000176,1.4893449259998306,5.236874094999848,0.0,5.236874094999848,283.346048554438,3.529253379146518,2247.37890625,76.375,394.05419921875,,0.8374703727644904,0.5469598262999738,0.6166040100250627,0.0985059440135955,0.3259025812149048,0.2,0.9831932773109244,0.6842105263157895,0.0375198268230068,0.0446344456895832,0.2947393655776977,0.5436745111409385,0.1904761904761904,0.7692307692307693,0.1904761904761904,0.8709677419354839,0.6842105263157895,0.9831932773109244,0.2,0.9236842105263158,0.3095238095238095,0.5915966386554622,0.3189120983166902,0.0450236966824644,0.2,0.0168067226890756,0.8290860444951241,0.8625592417061612
SAP-RPT-1,kc1,4,1687,422,21,3.873228912000058,1.4770970289998786,5.350325940999937,0.0,5.350325940999937,285.69551724034994,3.5002299265399968,2245.12890625,74.125,394.05419921875,,0.8374703727644904,0.5469598262999738,0.6166040100250627,0.0985059440135955,0.3259025812149048,0.2,0.9831932773109244,0.6842105263157895,0.0375198268230068,0.0446344456895832,0.2947393655776977,0.5436745111409385,0.1904761904761904,0.7692307692307693,0.1904761904761904,0.8709677419354839,0.6842105263157895,0.9831932773109244,0.2,0.9236842105263158,0.3095238095238095,0.5915966386554622,0.3189120983166902,0.0450236966824644,0.2,0.0168067226890756,0.8290860444951241,0.8625592417061612
SAP-RPT-1,kc2,0,417,105,21,2.8798812669999734,0.3668650810000144,3.246746347999988,0.0,3.246746347999988,286.2087594370616,3.4939531523810903,2245.27734375,74.1328125,394.05419921875,,0.7354874041621028,0.5187744135051892,0.6490641711229946,0.14128178358078,0.4893086850643158,0.3181818181818182,0.9397590361445785,0.5833333333333334,0.1086485367445718,0.139099354829107,0.7552716732025146,0.5071148391326584,0.3975903614457831,0.8181818181818182,0.3975903614457831,0.8387096774193549,0.5833333333333334,0.9397590361445785,0.3181818181818182,0.8863636363636364,0.4117647058823529,0.6289704271631983,0.3299426234302457,0.1142857142857142,0.3181818181818182,0.0602409638554216,0.7869238604532722,0.8095238095238095
SAP-RPT-1,kc2,1,417,105,21,2.7706441539999105,0.3636658799998713,3.134310033999782,0.0,3.134310033999782,288.72656327096337,3.4634845714273457,2245.28125,74.12890625,394.05419921875,,0.7354874041621028,0.5187744135051892,0.6490641711229946,0.14128178358078,0.4893086850643158,0.3181818181818182,0.9397590361445785,0.5833333333333334,0.1086485367445718,0.139099354829107,0.7552716732025146,0.5071148391326584,0.3975903614457831,0.8181818181818182,0.3975903614457831,0.8387096774193549,0.5833333333333334,0.9397590361445785,0.3181818181818182,0.8863636363636364,0.4117647058823529,0.6289704271631983,0.3299426234302457,0.1142857142857142,0.3181818181818182,0.0602409638554216,0.7869238604532722,0.8095238095238095
SAP-RPT-1,kc2,2,417,105,21,2.814359889000116,0.364307725000117,3.178667614000233,0.0,3.178667614000233,288.2178787500276,3.469597380953495,2245.28125,74.125,394.05419921875,,0.7354874041621028,0.5187744135051892,0.6490641711229946,0.14128178358078,0.4893086850643158,0.3181818181818182,0.9397590361445785,0.5833333333333334,0.1086485367445718,0.139099354829107,0.7552716732025146,0.5071148391326584,0.3975903614457831,0.8181818181818182,0.3975903614457831,0.8387096774193549,0.5833333333333334,0.9397590361445785,0.3181818181818182,0.8863636363636364,0.4117647058823529,0.6289704271631983,0.3299426234302457,0.1142857142857142,0.3181818181818182,0.0602409638554216,0.7869238604532722,0.8095238095238095
SAP-RPT-1,kc2,3,417,105,21,2.811439344999826,0.3641113659998609,3.175550710999687,0.0,3.175550710999687,288.3733096968656,3.4677272952367706,2245.28125,74.125,394.05419921875,,0.7354874041621028,0.5187744135051892,0.6490641711229946,0.14128178358078,0.4893086850643158,0.3181818181818182,0.9397590361445785,0.5833333333333334,0.1086485367445718,0.139099354829107,0.7552716732025146,0.5071148391326584,0.3975903614457831,0.8181818181818182,0.3975903614457831,0.8387096774193549,0.5833333333333334,0.9397590361445785,0.3181818181818182,0.8863636363636364,0.4117647058823529,0.6289704271631983,0.3299426234302457,0.1142857142857142,0.3181818181818182,0.0602409638554216,0.7869238604532722,0.8095238095238095
SAP-RPT-1,kc2,4,417,105,21,2.830397562999906,0.3663491620000059,3.196746724999912,0.0,3.196746724999912,286.6118190093921,3.4890396380952944,2245.28125,74.125,394.05419921875,,0.7354874041621028,0.5187744135051892,0.6490641711229946,0.14128178358078,0.4893086850643158,0.3181818181818182,0.9397590361445785,0.5833333333333334,0.1086485367445718,0.139099354829107,0.7552716732025146,0.5071148391326584,0.3975903614457831,0.8181818181818182,0.3975903614457831,0.8387096774193549,0.5833333333333334,0.9397590361445785,0.3181818181818182,0.8863636363636364,0.4117647058823529,0.6289704271631983,0.3299426234302457,0.1142857142857142,0.3181818181818182,0.0602409638554216,0.7869238604532722,0.8095238095238095
SAP-RPT-1,ozone-level,0,2027,507,72,7.389198705000126,6.417633930999955,13.80683263600008,0.0,13.80683263600008,79.00107818116098,12.658055090729697,2247.55078125,74.1328125,394.05419921875,,0.9384868421052632,0.5828420885689232,0.7533890240033838,0.0388097837567329,0.1326153725385666,0.40625,0.991578947368421,0.7647058823529411,0.0323660708927132,0.0360080250254161,0.4287357330322265,0.5755199122967289,0.2105263157894736,1.0,0.2105263157894736,0.9612244897959183,0.7647058823529411,0.991578947368421,0.40625,0.9761658031088084,0.5306122448979592,0.6989144736842106,0.5373975398294516,0.0335305719921104,0.40625,0.0084210526315789,0.9480440795136462,0.9546351084812624
SAP-RPT-1,ozone-level,1,2027,507,72,7.559851080000044,6.527555008000036,14.08740608800008,0.0,14.08740608800008,77.67073571972364,12.87486194871802,2251.74609375,4.49609375,394.05419921875,,0.9384868421052632,0.5828420885689232,0.7533890240033838,0.0388097837567329,0.1326153725385666,0.40625,0.991578947368421,0.7647058823529411,0.0323660708927132,0.0360080250254161,0.4287357330322265,0.5755199122967289,0.2105263157894736,1.0,0.2105263157894736,0.9612244897959183,0.7647058823529411,0.991578947368421,0.40625,0.9761658031088084,0.5306122448979592,0.6989144736842106,0.5373975398294516,0.0335305719921104,0.40625,0.0084210526315789,0.9480440795136462,0.9546351084812624
SAP-RPT-1,ozone-level,2,2027,507,72,7.496619173999989,6.625290778999897,14.121909952999886,0.0,14.121909952999886,76.52494310597004,13.067634672583624,2251.74609375,0.0,394.05419921875,,0.9384868421052632,0.5828420885689232,0.7533890240033838,0.0388097837567329,0.1326153725385666,0.40625,0.991578947368421,0.7647058823529411,0.0323660708927132,0.0360080250254161,0.4287357330322265,0.5755199122967289,0.2105263157894736,1.0,0.2105263157894736,0.9612244897959183,0.7647058823529411,0.991578947368421,0.40625,0.9761658031088084,0.5306122448979592,0.6989144736842106,0.5373975398294516,0.0335305719921104,0.40625,0.0084210526315789,0.9480440795136462,0.9546351084812624
SAP-RPT-1,ozone-level,3,2027,507,72,7.610016463000193,6.762946817000056,14.37296328000025,0.0,14.37296328000025,74.96732025905985,13.33914559566086,2251.74609375,0.0,394.05419921875,,0.9384868421052632,0.5828420885689232,0.7533890240033838,0.0388097837567329,0.1326153725385666,0.40625,0.991578947368421,0.7647058823529411,0.0323660708927132,0.0360080250254161,0.4287357330322265,0.5755199122967289,0.2105263157894736,1.0,0.2105263157894736,0.9612244897959183,0.7647058823529411,0.991578947368421,0.40625,0.9761658031088084,0.5306122448979592,0.6989144736842106,0.5373975398294516,0.0335305719921104,0.40625,0.0084210526315789,0.9480440795136462,0.9546351084812624
SAP-RPT-1,ozone-level,4,2027,507,72,7.853622609000013,7.024431062000076,14.878053671000089,0.0,14.878053671000089,72.17666391097936,13.854893613412376,2251.74609375,0.0,394.05419921875,,0.9384868421052632,0.5828420885689232,0.7533890240033838,0.0388097837567329,0.1326153725385666,0.40625,0.991578947368421,0.7647058823529411,0.0323660708927132,0.0360080250254161,0.4287357330322265,0.5755199122967289,0.2105263157894736,1.0,0.2105263157894736,0.9612244897959183,0.7647058823529411,0.991578947368421,0.40625,0.9761658031088084,0.5306122448979592,0.6989144736842106,0.5373975398294516,0.0335305719921104,0.40625,0.0084210526315789,0.9480440795136462,0.9546351084812624
SAP-RPT-1,pc1,0,887,222,21,3.1144533560000127,0.7734169919999658,3.8878703479999785,0.0,3.8878703479999785,287.0379135825502,3.4838603243241706,2252.3984375,0.5,394.05419921875,,0.8909822866344606,0.583965395843666,0.6975851393188854,0.0440041497349739,0.1617936491966247,0.2666666666666666,1.0,1.0,0.0204796719423554,0.034927215250964,0.4814538359642029,0.5756064612152708,0.0483091787439613,0.7333333333333333,0.0483091787439613,0.9495412844036696,1.0,1.0,0.2666666666666666,0.9741176470588236,0.4210526315789473,0.6333333333333333,0.503200764282321,0.018018018018018,0.2666666666666666,0.0,0.9367483892561292,0.9504504504504504
SAP-RPT-1,pc1,1,887,222,21,3.178050659000064,0.7660467120001613,3.9440973710002254,0.0,3.9440973710002254,289.7995595210566,3.450660864865591,2259.1484375,6.75,394.05419921875,,0.8909822866344606,0.583965395843666,0.6975851393188854,0.0440041497349739,0.1617936491966247,0.2666666666666666,1.0,1.0,0.0204796719423554,0.034927215250964,0.4814538359642029,0.5756064612152708,0.0483091787439613,0.7333333333333333,0.0483091787439613,0.9495412844036696,1.0,1.0,0.2666666666666666,0.9741176470588236,0.4210526315789473,0.6333333333333333,0.503200764282321,0.018018018018018,0.2666666666666666,0.0,0.9367483892561292,0.9504504504504504
SAP-RPT-1,pc1,2,887,222,21,3.0908305000000382,0.7725454740000259,3.863375974000064,0.0,3.863375974000064,287.3617245638421,3.4799345675676845,2259.1484375,0.0,394.05419921875,,0.8909822866344606,0.583965395843666,0.6975851393188854,0.0440041497349739,0.1617936491966247,0.2666666666666666,1.0,1.0,0.0204796719423554,0.034927215250964,0.4814538359642029,0.5756064612152708,0.0483091787439613,0.7333333333333333,0.0483091787439613,0.9495412844036696,1.0,1.0,0.2666666666666666,0.9741176470588236,0.4210526315789473,0.6333333333333333,0.503200764282321,0.018018018018018,0.2666666666666666,0.0,0.9367483892561292,0.9504504504504504
SAP-RPT-1,pc1,3,887,222,21,2.9043638589998864,0.7731836000000385,3.677547458999925,0.0,3.677547458999925,287.12455840095987,3.4828090090091828,2259.1484375,0.0,394.05419921875,,0.8909822866344606,0.583965395843666,0.6975851393188854,0.0440041497349739,0.1617936491966247,0.2666666666666666,1.0,1.0,0.0204796719423554,0.034927215250964,0.4814538359642029,0.5756064612152708,0.0483091787439613,0.7333333333333333,0.0483091787439613,0.9495412844036696,1.0,1.0,0.2666666666666666,0.9741176470588236,0.4210526315789473,0.6333333333333333,0.503200764282321,0.018018018018018,0.2666666666666666,0.0,0.9367483892561292,0.9504504504504504
SAP-RPT-1,pc1,4,887,222,21,3.061353908000001,0.7798838199998954,3.841237727999896,0.0,3.841237727999896,284.65778366240755,3.5129901801797088,2259.1484375,0.0,394.05419921875,,0.8909822866344606,0.583965395843666,0.6975851393188854,0.0440041497349739,0.1617936491966247,0.2666666666666666,1.0,1.0,0.0204796719423554,0.034927215250964,0.4814538359642029,0.5756064612152708,0.0483091787439613,0.7333333333333333,0.0483091787439613,0.9495412844036696,1.0,1.0,0.2666666666666666,0.9741176470588236,0.4210526315789473,0.6333333333333333,0.503200764282321,0.018018018018018,0.2666666666666666,0.0,0.9367483892561292,0.9504504504504504
SAP-RPT-1,phoneme,0,4323,1081,5,4.003888495999945,3.0722634870001,7.076151983000045,0.0,7.076151983000045,351.85784169302497,2.842056879741073,2259.49609375,-0.05078125,394.05419921875,,0.9551608667646622,0.9067085094903488,0.8705848699788639,0.0742609351873397,0.2503308653831482,0.7791798107255521,0.943717277486911,0.8517241379310345,0.0287140175910402,0.0371875331136609,0.2378218313058216,0.906620528251504,0.1295811518324607,0.9337539432176656,0.1295811518324607,0.911504424778761,0.8517241379310345,0.943717277486911,0.7791798107255521,0.9273311897106108,0.8138385502471169,0.8614485441062316,0.7427891394086846,0.2682701202590194,0.7791798107255521,0.056282722513089,0.8940498144007797,0.8954671600370028
SAP-RPT-1,phoneme,1,4323,1081,5,3.738318319999962,3.11154558599992,6.849863905999882,0.0,6.849863905999882,347.4157680724437,2.8783955467159297,2259.50390625,0.0078125,394.05419921875,,0.9551608667646622,0.9067085094903488,0.8705848699788639,0.0742609351873397,0.2503308653831482,0.7791798107255521,0.943717277486911,0.8517241379310345,0.0287140175910402,0.0371875331136609,0.2378218313058216,0.906620528251504,0.1295811518324607,0.9337539432176656,0.1295811518324607,0.911504424778761,0.8517241379310345,0.943717277486911,0.7791798107255521,0.9273311897106108,0.8138385502471169,0.8614485441062316,0.7427891394086846,0.2682701202590194,0.7791798107255521,0.056282722513089,0.8940498144007797,0.8954671600370028
SAP-RPT-1,phoneme,2,4323,1081,5,3.735396992000005,3.142062458000055,6.87745945000006,0.0,6.87745945000006,344.0415377178793,2.906625770582844,2259.50390625,0.0,394.05419921875,,0.9551608667646622,0.9067085094903488,0.8705848699788639,0.0742609351873397,0.2503308653831482,0.7791798107255521,0.943717277486911,0.8517241379310345,0.0287140175910402,0.0371875331136609,0.2378218313058216,0.906620528251504,0.1295811518324607,0.9337539432176656,0.1295811518324607,0.911504424778761,0.8517241379310345,0.943717277486911,0.7791798107255521,0.9273311897106108,0.8138385502471169,0.8614485441062316,0.7427891394086846,0.2682701202590194,0.7791798107255521,0.056282722513089,0.8940498144007797,0.8954671600370028
SAP-RPT-1,phoneme,3,4323,1081,5,3.7284048310000335,3.17173842000011,6.900143251000145,0.0,6.900143251000145,340.8225573845209,2.93407809435718,2261.75390625,2.25,394.05419921875,,0.9551608667646622,0.9067085094903488,0.8705848699788639,0.0742609351873397,0.2503308653831482,0.7791798107255521,0.943717277486911,0.8517241379310345,0.0287140175910402,0.0371875331136609,0.2378218313058216,0.906620528251504,0.1295811518324607,0.9337539432176656,0.1295811518324607,0.911504424778761,0.8517241379310345,0.943717277486911,0.7791798107255521,0.9273311897106108,0.8138385502471169,0.8614485441062316,0.7427891394086846,0.2682701202590194,0.7791798107255521,0.056282722513089,0.8940498144007797,0.8954671600370028
SAP-RPT-1,phoneme,4,4323,1081,5,3.837923584000009,3.204441332999977,7.042364916999986,0.0,7.042364916999986,337.3442941614508,2.964330557816816,2261.75390625,0.0,394.05419921875,,0.9551608667646622,0.9067085094903488,0.8705848699788639,0.0742609351873397,0.2503308653831482,0.7791798107255521,0.943717277486911,0.8517241379310345,0.0287140175910402,0.0371875331136609,0.2378218313058216,0.906620528251504,0.1295811518324607,0.9337539432176656,0.1295811518324607,0.911504424778761,0.8517241379310345,0.943717277486911,0.7791798107255521,0.9273311897106108,0.8138385502471169,0.8614485441062316,0.7427891394086846,0.2682701202590194,0.7791798107255521,0.056282722513089,0.8940498144007797,0.8954671600370028
SAP-RPT-1,sick,0,1250,313,37,4.221137025999951,2.108462706999944,6.329599732999895,0.0,6.329599732999895,148.4493886528859,6.736302578274582,2262.375,0.01953125,394.05419921875,,0.823342971530249,0.301022714772951,0.5237200143215182,0.0810827687382698,0.2698524296283722,0.0625,0.9857651245551602,0.3333333333333333,0.0309021752863265,0.0401701216701977,0.6433292627334595,0.2844758193006445,0.2775800711743772,0.875,0.2775800711743772,0.9022801302931596,0.3333333333333333,0.9857651245551602,0.0625,0.9421768707482994,0.1052631578947368,0.5241325622775801,0.1066391727687596,0.0191693290734824,0.0625,0.0142348754448398,0.8566138074533663,0.8913738019169329
SAP-RPT-1,sick,1,1250,313,37,4.093297296999936,2.095200304999935,6.18849760199987,0.0,6.18849760199987,149.38905798346602,6.69393068690075,2262.390625,0.0,394.05419921875,,0.823342971530249,0.301022714772951,0.5237200143215182,0.0810827687382698,0.2698524296283722,0.0625,0.9857651245551602,0.3333333333333333,0.0309021752863265,0.0401701216701977,0.6433292627334595,0.2844758193006445,0.2775800711743772,0.875,0.2775800711743772,0.9022801302931596,0.3333333333333333,0.9857651245551602,0.0625,0.9421768707482994,0.1052631578947368,0.5241325622775801,0.1066391727687596,0.0191693290734824,0.0625,0.0142348754448398,0.8566138074533663,0.8913738019169329
